"CFIHOS unique id","CFIHOS name","CFIHOS description","created date","modified date","terminated date","change request number","status","CFIHOS definition file"
"CFIHOS-20000582","BA5503","Commissioning","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000583","BA5537","Construct is to Erect, Build, or Make (usually) on-site as a responsibility of the project team. Also see Fabricate (off-site by others). eg. Vertical storage tanks are Constructed on-site, while some accessories are Fabricated off-site and delivered for construction.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000584","BA5711","A plan explaining how commissioning and startup will be accomplished. synonym: CSU plan.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000585","BA5736","A document capturing what particular activities and requirements will be executed and delivered for lifting, hoisting, and rigging.  Should cover scope regardless of timing in asset lifecycle.  Specific risks relating to simultaneous operations should be addressed.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000586","BA5789","A drawing that usually identifies all welds and relates them to the relevant welding procedure number and non destructive testing requirements.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000587","BA5799","A document outlining purpose and approach for commissioning and start-up.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000588","BA5801","A document capturing what particular activities and requirements will be executed and delivered to decommission and demolish (parts of) existing assets. This would include temporary assets required only for the life of the project, as well.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000589","BA6008","A procedure with a step by step description of activities required to commission an object.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000590","BA6064","A document which describes a set of logically sequenced instructions to execute a weld repair.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000591","BA6065","A specification that describes the welding procedure and process of a specific weld.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000592","BA6066","A record documenting the execution and satisfactory testing of a weld procedure specification, typically includes all testing procedure references and both destructive and non-destructive testing results.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000593","BA6070","Construct is to Erect, Build, or Make (usually) on-site as a responsibility of the project team. Also see Fabricate (off-site by others). eg. Vertical storage tanks are Constructed on-site, while some accessories are Fabricated off-site and delivered for construction.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000594","BA6178","Other procedures used by the Commissioning dicscipline. e.g. Upload of CCMS procedure. Warning: Not to be used for Commissioning Procedure, see BA6008.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000595","BA7180","A written account of activities, conditions, occurrences, observations, or investigations at a specific time. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type. May include presentation.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000596","BA7303","A request with a brief description of the parts to be ordered, with a statement of the pertinent drawings, specifications, etc., as well as a list of drawings and documents to be provided by the manufacturer/supplier.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000597","BA7739","A specification describing scope and objectives of the project and its execution; details to be provided by Owner Operator.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000598","BA7753","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000599","BA7756","Construct is to Erect, Build, or Make (usually) on-site as a responsibility of the project team. Also see Fabricate (off-site by others). eg. Vertical storage tanks are Constructed on-site, while some accessories are Fabricated off-site and delivered for construction.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000600","BA7879","Define the material types and welding/inspection minimum  requirements for the welding activities dealing with:   - process and utility pipework.   - structural steel.   - vessels and exchangers.   - storage tanks.   - pipelines.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000601","BA7880","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000602","BA7881",,"2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000603","BA8236","A study determine needs for cranes and handling equipment access for project phase also access and cost related considerations to be made.  Including project related materials handling and bulk handling.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000604","BA8382","A document assessing sequence and method of construction of a facility to determine the best way to proceed.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000605","CB2307","To include external and internal layouts and elevations.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000606","CB3309","A consolidated list of assemblies or bulk material showing the quantity of each required to suit a purpose. Use Bill of Materials for sub assemblies and parts.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000607","CB3328","A document that describes methods of installing a piece of equipment.  Installation refers to the mounting, setting, erection, etc.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000608","CB4018","A diagram showing the main features and locations of major items. Usually has some dimensions to convey spatial relationships but is generally inadequate for construction.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000609","CB5501","Design considerations for accommodating personnel, including temporary refuges and associated facilities.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000610","CB5679","Performance requirment for architectural elements to be used for the selection criteria of generic type of materials, systems and equipment.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000611","CB7205","A request, approval or rejection of changes to a technical specification. Would typically include justification and reasons for the request, and acceptance or rejection from a purely technical perspective. Synonym: Concession, Change Request.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000612","CB7303","A request with a brief description of the parts to be ordered, with a statement of the pertinent drawings, specifications, etc., as well as a list of drawings and documents to be provided by the manufacturer/supplier.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000613","CB7753","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000614","CB7880","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000615","CB8502","Request (e.g., from a Contractor) for clarification of scope, technical details, or assumptions. Synonyms include Technical Query (TQ) and Request for Information (RFI).","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000616","CG2331","Details of foundation design for construction. Also see Foundation Loading Diagram, specifically for loads and Foundation Layout Diagram, specifically for spatial location.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000617","CG2401","A diagram showing all dimensions, length width or diameter depending on square vs round.  Shows welding detail if splices for steel piles.  Show where all reinforcing steel (rebar) or pretensioned cable configuration and tension for concrete.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000618","CG4017","An arrangement diagram in plan view depicting the location of foundation/pile supports. Also see Foundation Design Diagram, specifically for construction details and Foundation Loading Diagram, specifically for imposed loads. Also see 2358 Support Diagram. Synonym: foundation plan, piling plan.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000619","CG6968","Onshore and/or offshore investigation and survey reports and topographic data. Includes soil, rock, minerals and organic matter from soil investigations and surveys.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000620","CG7303","A request with a brief description of the parts to be ordered, with a statement of the pertinent drawings, specifications, etc., as well as a list of drawings and documents to be provided by the manufacturer/supplier.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000621","CG7753","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000622","CG7880","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000623","CG8371","A study describing the assumptions and process of selection of suitable piling hammers for pile installation.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000624","CG8372","Usually concerns data interpretation and determining design parameters for foundation design or environmental purposes. Includes soil, rock, minerals and organic matter.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000625","CG8376","Usually concerns integration of data from various sources into a comprehensive geotechnical subsurface model. May include geotechnical, geophysical and geomatics data.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000626","CG8377","Foundation selection and Design, including priorities and criteria, practical restrictions, options considered and design of selected foundations. This document also evaluate the most cost effective foundation.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000627","CG8380","A document detailing the result of a professional evaluation and/or investigation of a specific subject. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000628","CI4018","A diagram showing the main features and locations of major items. Usually has some dimensions to convey spatial relationships but is generally inadequate for construction.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000629","CI7303","A request with a brief description of the parts to be ordered, with a statement of the pertinent drawings, specifications, etc., as well as a list of drawings and documents to be provided by the manufacturer/supplier.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000630","CI7753","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000631","CS0514","A report documenting  assumptions and method determining computer structural analysis for topsides modules including piperack, flare tower, bridge for in-place loading condition.","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000632","CS0519","A report documenting  assumptions and method determining computer analysis of cyclic loads due to vibratory equipment. (e.g. module and foundations for rotating equipment).","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000633","CS0520","A report documenting  assumptions and method determining computer analysis to verify the module design for loadout/in condition.","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000634","CS0521","A report documenting  assumptions and method determining computer analysis to verify the module design for transportation condition.","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000635","CS0522","A report documenting  assumptions and method determining computer analysis to verify the module design for setdown condition.","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000636","CS1448","A report shows weight and center of gravity of equipment. If large items are to be handled for equipment installation or maintenance, then the weight and center of gravity of these individual parts should be shown.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000637","CS1903",,"2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000638","CS2180","A datasheet which provides precise information about an object and may complements a specification. Not to be used if a more specific document type can be used. Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000639","CS2332","A diagram detailing static and dynamic forces or movements acting on foundations or other load bearing supports, anchor bolt details, lengths and pre-tensioning. May include Civil Structural for loads imposed, and Civil Foundations for foundation design.  Also see Foundation Design Diagram, specifically for construction details.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000640","CS2358","A detail diagram depicting the support of pipe, cable, instrument and other supports (e.g., pipe shoes, sleeper, hangers).","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000641","CS2402","Anchoring of deep water structures using tendons.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000642","CS2408","A diagram depicting primary steel(e.g., bracing, beams).","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000643","CS4018","A diagram showing the main features and locations of major items. Usually has some dimensions to convey spatial relationships but is generally inadequate for construction.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000644","CS5721","A strategy about the philosophy and approach for a design.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000645","CS6063","To detail method recording weight during design and manufacture and method of weighing equipment prior to shipment.   The weighing procedure shall include: - A description of the weight measuring and recording devices giving capacity and accuracy.  Accuracy to be within ±1% - Description of calibration certificate (calibrated within the last six months) for each of the measuring/recording devices to be used for the weighing - Methods to be used for weighing and measuring/calculating centre of gravity including temporary lifting/supporting equipment used.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000646","CS6180","A document which describes a set of logically sequenced instructions to execute an activity. Not to be used if a more specific document type can be used.  Can be used for singular/speciality deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000647","CS7205","A request, approval or rejection of changes to a technical specification. Would typically include justification and reasons for the request, and acceptance or rejection from a purely technical perspective. Synonym: Concession, Change Request.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000648","CS7303","A request with a brief description of the parts to be ordered, with a statement of the pertinent drawings, specifications, etc., as well as a list of drawings and documents to be provided by the manufacturer/supplier.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000649","CS7403","A report documenting verification of a design, based on comparison with standards, constructability, operability, safety, etc. May be performed by internal or external resources.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000650","CS7753","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000651","CS7770","A specification that describes the deliverable in terms of form, fit, function, and performance characteristics to satisfy the intended use where interpretation is required.Includes most discipline specifications describing the functionality (e.g., relief and blowdown specification, surface coating, inspection specifications, operating envelopes, etc.).","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000652","CS7771","A specification that describes the physical equipment for the purpose of procurement or fabrication. Compliments the datasheet.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000653","CS7880","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000654","CS8180","Design calculation of structural components, e.g. bearing supports, joint connections.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000655","CS8225",,"2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000656","CS8241","A study describes materials and reasons for selecting those materials (e.g. environmental conditions). Considered a precursor to the MS Report and MS Diagram, where used.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000657","CS8380","A document detailing the result of a professional evaluation and/or investigation of a specific subject. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000658","CS8502","Request (e.g., from a Contractor) for clarification of scope, technical details, or assumptions. Synonyms include Technical Query (TQ) and Request for Information (RFI).","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000659","CX0502","Verification of module/substructure design for cyclic loads.","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000660","CX0503","A report documenting method (including software) and results of finite element analysis of components.","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000661","CX0512","Computer structural analysis for substructures for in-place loading condition.","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z","2021-10-14T14:53:14.601Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000662","CX0780","An assessment which details a Health check, GAP analysis, etc. both informal and to meet Project Management Framework requirements. Not to be used if a more specific document type can be used. Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000663","CX1380","A document showing inputs, formulas, rationale, and conclusions/mathematical results as required to enhance design or bound activities.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000664","CX2341","A diagrams documenting Interfaces and demarcation of responsibilities between different organizations (e.g. battery limits, terminations).","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000665","CX2386","A diagram depicting secondary and higher order steel elements in the structure (including but not limited to cladding, roofs, grating).","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000666","CX2397","Includes steel reinforcement in concrete structures (e.g., rebar).","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000667","CX2405","A diagram showing anchoring and mooring of offshore vessels and structures and the interaction of anchor lines with sub-sea pipelines and structures.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000668","CX3309","A consolidated list of assemblies or bulk material showing the quantity of each required to suit a purpose. Use Bill of Materials for sub assemblies and parts.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000669","CX3323","A communication documenting how an engineering or maintenance issue will be resolved and what the implication of the solution is.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000670","CX4018","A diagram showing the main features and locations of major items. Usually has some dimensions to convey spatial relationships but is generally inadequate for construction.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000671","CX4024","A plan view diagram of a plant/group of plants showing the interfaces of layout diagrams of components.  Typically only shows major equipment and infrastructure to provide context and orientation.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000672","CX4038","A diagram showing the precise location of assets/objects at a plant, process unit, or area basis, describing elevation and relative to surrounding structures and equipment.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000673","CX4180",,"2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000674","CX4306","A list of all parts and sub assemblies that constitute a particular assembly, showing the quantity of each required item. Typically developed from analyzing a drawing.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000675","CX4904","A diagram describing grade and elevation of a given area.  Also for seafloor at offshore site and access route.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000676","CX5501","Design considerations for accommodating personnel, including temporary refuges and associated facilities.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000677","CX5880","A document capturing what particular activities and requirements will be executed and delivered.  Typically the plan is built upon a strategy.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000678","CX6944","A report documenting progress made against a previously communicated plan or schedule.  Progress Reports can address time, scope, money, etc.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74","TERMINATED","discipline document type"
"CFIHOS-20000679","CX7205","A request, approval or rejection of changes to a technical specification. Would typically include justification and reasons for the request, and acceptance or rejection from a purely technical perspective. Synonym: Concession, Change Request.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000680","CX7739","A specification describing scope and objectives of the project and its execution; details to be provided by Owner Operator.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000681","CX7753","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000682","CX7770","A specification that describes the deliverable in terms of form, fit, function, and performance characteristics to satisfy the intended use where interpretation is required.Includes most discipline specifications describing the functionality (e.g., relief and blowdown specification, surface coating, inspection specifications, operating envelopes, etc.).","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
"CFIHOS-20000683","CX7880","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74","STANDARD","discipline document type"
